Нас. пункт;Улица;Номер;Корпус;Литера;Метро
﻿Санкт-Петербург;Авиаконструкторов;39;1;;Комендантский пр.
﻿Санкт-Петербург;Авиаконструкторов;39;;;Пионерская
﻿Санкт-Петербург;Авиаконструкторов;39;;;Комендантский пр.
﻿Санкт-Петербург;Авиаконструкторов;40;2;;Комендантский пр.
﻿Санкт-Петербург;Авиаконструкторов;42;3;;Комендантский пр.
﻿Санкт-Петербург;Авиаконструкторов;44;1;;Комендантский пр.
﻿Санкт-Петербург;Авиаконструкторов;44;1;А;Комендантский пр.
﻿Санкт-Петербург;Авиаконструкторов;44;2;;Комендантский пр.
﻿Санкт-Петербург;Авиаконструкторов;44;3;;Комендантский пр.
﻿Санкт-Петербург;Авиаконструкторов;44;;;Комендантский пр.
﻿Санкт-Петербург;Авиаконструкторов;44;;;Старая Деревня
﻿Санкт-Петербург;Авиаконструкторов;45;1;;Комендантский пр.
﻿Санкт-Петербург;Авиаконструкторов;47;;;Комендантский пр.
﻿Санкт-Петербург;Авиаконструкторов;49;1;;Комендантский пр.
﻿Санкт-Петербург;Авиаконструкторов;49;;;Комендантский пр.
﻿Санкт-Петербург;Авиационная;9;;;Московская
﻿Санкт-Петербург;Авиационная;9;;А;Московская
﻿Санкт-Петербург;Авиационная;11;;;Московская
﻿Санкт-Петербург;Авиационная;13;;;Московская
﻿Санкт-Петербург;Авиационная;15;;;Московская
﻿Санкт-Петербург;Авиационная;18;;;Московская
﻿Санкт-Петербург;Авиационная;20;;;Московская
﻿Санкт-Петербург;Авиационная;44;;;Московская
﻿Санкт-Петербург;Автовская;2;;;Автово
﻿Санкт-Петербург;Автовская;7;;;Автово
﻿Санкт-Петербург;Автовская;9;;;Автово
﻿Санкт-Петербург;Автовская;18;;;Автово
﻿Санкт-Петербург;Автовская;25;;;Автово
﻿Санкт-Петербург;Автовская;26;;;Автово
﻿Санкт-Петербург;Автовская;28;;;Кировский завод
﻿Санкт-Петербург;Адмирала Коновалова;2;4;;Ветеранов пр.
﻿Санкт-Петербург;Адмирала Коновалова;2;4;;Ленинский пр.
﻿Санкт-Петербург;Адмирала Коновалова;2;;;Ветеранов пр.
﻿Санкт-Петербург;Адмирала Коновалова;2;;;Ленинский пр.
﻿Санкт-Петербург;Адмирала Коновалова;2;;;Автово
﻿Санкт-Петербург;Адмирала Лазарева Наб.;6;;;Чкаловская
﻿Санкт-Петербург;Адмирала Лазарева Наб.;20;;;Чкаловская
﻿Санкт-Петербург;Адмирала Трибуца;5;;;Автово
﻿Санкт-Петербург;Адмирала Трибуца;5;;;Ветеранов пр.
﻿Санкт-Петербург;Адмирала Трибуца;7;;;Ветеранов пр.
﻿Санкт-Петербург;Адмирала Трибуца;7;;;Ленинский пр.
﻿Санкт-Петербург;Адмирала Трибуца;8;;А;Ленинский пр.
﻿Санкт-Петербург;Адмирала Трибуца;8;;;Автово
﻿Санкт-Петербург;Адмирала Трибуца;8;;;Ветеранов пр.
﻿Санкт-Петербург;Адмирала Трибуца;8;;А;Ветеранов пр.
﻿Санкт-Петербург;Адмирала Трибуца;8;;А;Ветеранов пр.
﻿Санкт-Петербург;Адмирала Трибуца;10;1;;Ветеранов пр.
﻿Санкт-Петербург;Адмирала Трибуца;10;;;Ветеранов пр.
﻿Санкт-Петербург;Адмирала Трибуца;10;;;Ленинский пр.
﻿Санкт-Петербург;Адмирала Трибуца;10;;А;Ленинский пр.
﻿Санкт-Петербург;Адмирала Черокова;18;1;;Ветеранов пр.
﻿Санкт-Петербург;Адмирала Черокова;18;1;;Автово
﻿Санкт-Петербург;Адмирала Черокова;18;2;;Автово
﻿Санкт-Петербург;Адмирала Черокова;18;2;;Ленинский пр.
﻿Санкт-Петербург;Адмирала Черокова;18;2;;Ветеранов пр.
﻿Санкт-Петербург;Адмирала Черокова;18;2;А;Ленинский пр.
﻿Санкт-Петербург;Адмирала Черокова;18;3;;Ленинский пр.
﻿Санкт-Петербург;Адмирала Черокова;18;3;А;Автово
﻿Санкт-Петербург;Адмирала Черокова;18;3;;Ветеранов пр.
﻿Санкт-Петербург;Адмирала Черокова;18;;;Ленинский пр.
﻿Санкт-Петербург;Адмирала Черокова;20;;;Ветеранов пр.
﻿Санкт-Петербург;Адмирала Черокова;20;;;Ленинский пр.
﻿Санкт-Петербург;Адмирала Черокова;20;;А;Ленинский пр.
﻿Санкт-Петербург;Адмирала Черокова;20;;;Автово
﻿Санкт-Петербург;Адмирала Черокова;20;;А;Автово
﻿Санкт-Петербург;Адмирала Черокова;22;;;Автово
﻿Санкт-Петербург;Адмирала Черокова;22;;;Ленинский пр.
﻿Санкт-Петербург;Адмирала Черокова;22;;;Ветеранов пр.
﻿Санкт-Петербург;Адмиралтейская наб.;10;;;Адмиралтейская
﻿Санкт-Петербург;Адмиралтейская наб.;12;;;Адмиралтейская
﻿Санкт-Петербург;Адмиралтейского кан. наб.;5;;;Адмиралтейская
